label	col_00	col_01	col_02	col_03	col_04	col_05	col_06	col_07	col_08	col_09	col_10	col_11	col_12	col_13	col_14
4	-24 m^3	0.8471	reptile	Applied Mathematics, Computer Engineering, Bioengineering	0.6364	275	ice hockey	242 kg/s	1157	763	tennis	1.4371	0.0716	275	0.6855
2	1003 m^3	-0.0279	fish	Computer Game Design	0.5209	1133	baseball	383 kg/s	574		running, volleyball	-0.058	0.9585	1186	1.2078
5	463 m^3	0.893	RAT	Robotics Engineering, Electrical Engineering, Biotechnology	0.7788	579	running	-254 kg/s	1560	1342	badminton	0.485	1.0064	957	0.6275
2	1101 m^3	0.1593	ferret	Computer Game Design	0.7997	967	badminton	988 kg/s	269	546	running, volleyball	0.4701	0.8695	1244	0.8816
1	1075 m^3	0.5309	pig	Data Science	0.2764	298	basketball	953 kg/s	809	57	soccer	1.1238	0.6103	25	0.2846
1	802 m^3	1.293	dog	Data Science	0.442	354	boxing	1095 kg/s	1213	826	soccer	1.276	0.4297	469	0.2632
0	998 m^3	NULL	fish	Bioinformatics	0.2844	1225	volleyball	1304 kg/s	1069	499	basketball	0.5259	0.2437	854	1.0244
3	613 m^3	0.3005	chicken	Human Computer Interaction	1.102	1706	boxing	1341 kg/s	1018	NULL	boxing, motor sports	1.0008	0.9115	528	0.9131
1	1102 m^3	1.238	pig	Human Computer Interaction	-0.2535	452	motor sports	865 kg/s	789	727	tennis	0.8576	0.6301	221	-0.3775
1	805 m^3	1.2125	BIRD	Data Science	0.5483	80	basketball	811 kg/s	1209	847	soccer	0.9315	1.0402	63	0.1643
0	990 m^3	0.6978	rabbit	Statistics, Computational Media	0.5306	1202	volleyball	881 kg/s	1059	33	basketball	1.0286	-0.2775	355	None
2	654 m^3	0.0152	ferret	computer game design	0.4774	739	badminton	1058 kg/s	234	252	baseball	-0.1901	0.4234	673	0.934
4	-182 m^3	0.6802	bird	Computer Engineering, Computer Science, Applied Mathematics	0.6336	-92	ice hockey	465 kg/s	841	1331	tennis	0.6018	-0.2863	696	0.6968
5	595 m^3	0.5588	guinea pig	Games and Playable Media, Robotics Engineering	1.194	784	tennis	124 kg/s	748	453	track & field, ice hockey	0.302	0.6243	1398	1.0151
4	-32 m^3	0.6029	reptile	Computer Engineering, Applied Mathematics	0.8589	99	ice hockey	-148 kg/s	1068	1207	tennis	1.6393	-0.4915	505	1.0648
2	1134 m^3	0.3218	ferret	Computer Game Design	1.2754	816	badminton	824 kg/s	192	-346	volleyball, baseball	-0.4963	0.6758	480	0.827
3	-122 m^3	0.5066	chicken	Natural Language Processing	0.8765	1515	motor sports	689 kg/s	975	1294	football, motor sports	1.4862	0.7931	981	1.5035
3	176 m^3	0.4562	chicken	Natural Language Processing	1.3783	1187	motor sports	964 kg/s	1187	1487	football	0.6059	1.1871	1357	1.1076
1	949 m^3	1.3415	PIG	Data Science	-0.0119	492	basketball	893 kg/s	1047	1260	soccer	1.3454	0.8783	60	0.2594
4	356 m^3	1.1236	bird	Bioengineering, Applied Mathematics	1.1137	249	ice hockey	379 kg/s	696	927	tennis	0.8561	0.0061	651	0.9064
2	1007 m^3	-0.0417	ferret	Computer Game Design	0.5473	1730	?	954 kg/s	211	260	volleyball	0.0063	0.7574	475	1.1677
1	980 m^3	0.625	pig	Data Science	0.1293	N/A	basketball	1225 kg/s	885	550	soccer	0.8371	0.5047	379	0.1209
2	975 m^3	0.3414	ferret	Computer Game Design	0.5174	1065	ice hockey	1459 kg/s	1095	268	baseball, volleyball	-0.2373	0.6918	596	0.7775
4	-87 m^3	0.8703	reptile	Bioengineering	1.1545	339	ice hockey	3 kg/s	1169	838	tennis	1.2965	-0.1146	422	0.175
0	1147 m^3	0.8721	rabbit	Computer Engineering	0.969	932	golf	1398 kg/s	1296	349	basketball	0.618	0.114	662	?
0	1143 m^3	0.3017	fish	Computational Media	0.8728	711	volleyball	1023 kg/s	849	-165	BASKETBALL	1.1555	0.1287	611	0.6305
1	1140 m^3	0.9118	dog	Data Science	0.7172	615	basketball	630 kg/s	1216	886	soccer	1.2357	0.5901	53	0.3539
4	-254 m^3	0.6147	reptile	Computer Engineering, Applied Mathematics, Computer Science	0.8045	598	ice hockey	810 kg/s	656	777	volleyball	1.1515	0.3886	742	1.3167
3	435 m^3	0.5252	chicken	Human Computer Interaction	0.3741	814	motor sports	1640 kg/s	1323	772	boxing, motor sports	1.2507	0.7606	1332	1.2181
3	163 m^3	0.3467	reptile	Natural Language Processing	1.4556	1217	motor sports	1149 kg/s	?	1160	motor sports	0.97	1.2122	1223	0.4139
0	1445 m^3	0.2773	rabbit	Bioinformatics	0.4722	1020	volleyball	793 kg/s	1377	736	basketball	1.2256	0.3683	720	0.7424
2	870 m^3	-0.007	ferret	Technology and Information Management, Robotics Engineering, Biotechnology, Electrical Engineering	0.8082	763	volleyball	1312 kg/s	1049	774	running	0.129	0.6588	474	0.6923
5	973 m^3	0.8902	rat	Biotechnology, Electrical Engineering	1.3014	1009	tennis	203 kg/s	326	868	track & field, badminton	0.7576	0.6619	938	1.2348
2	1229 m^3	0.3686	ferret	Computer Game Design	0.9937	1112	badminton	815 kg/s	853	246	baseball	0.5164	0.6045	824	1.261
0	783 m^3	0.5599	cat	Bioinformatics, Computational Media	0.899	393	volleyball	950 kg/s	672	160	basketball	1.1579	0.0968	1052	1.8632
1	1610 m^3	0.9755	pig	Data Science	-0.183	831	football	986 kg/s	1064	656	soccer	0.8813	0.4479	367	0.5773
0	1072 m^3	0.5075	fish	Bioinformatics	0.8202	1011	volleyball	909 kg/s	1462	484	basketball	0.7573	0.5185	680	0.9407
1	1287 m^3	0.7376	pig	Data Science	0.2304	827	basketball	995 kg/s	1074	642	soccer	0.8684	1.0011	235	0.3657
0	715 m^3	0.5479	rabbit	Statistics	0.9124	1036	golf	1197 kg/s	891	589	volleyball, baseball	0.8474	0.6698	418	0.8222
2	1030 m^3	0.434	ferret	Computer Game Design	1.3423	1014	badminton	1350 kg/s	130	441	baseball, running	0.348	0.6241	921	0.5716
1	768 m^3	1.1615	pig	Data Science	0.1644	448	track & field	765 kg/s	1098	732	soccer	0.7384	0.5191	90	0.3723
3	377 m^3	0.8346	chicken	Natural Language Processing	1.0573	1315	motor sports	1360 kg/s	770	850	football	1.2604	0.9615	785	0.7691
2	1301 m^3	0.1901	ferret	Computer Game Design	1.2113	1256	badminton	1169 kg/s	276	108	baseball, running		1.0786	783	0.7487
5	742 m^3	0.8022	guinea pig	Games and Playable Media, Robotics Engineering, Technology and Information Management, Electrical Engineering	1.3771	1033	running	97 kg/s	1090	808	ice hockey, track & field, badminton	0.1936	0.8488	1272	0.9466
2	868 m^3	-0.2488	ferret	Computer Game Design	0.7605	1072	baseball	1037 kg/s	154	827	running, volleyball	0.2939	0.8921	687	1.3735
5	414 m^3	0.9819	rat	Games and Playable Media	0.6981	736	tennis	499 kg/s	1516	1054	ice hockey, track & field, badminton	-0.0134	1.2277	1025	1.3603
0	850 m^3	0.5219	cat	Bioinformatics, Statistics	0.7423	1270	golf	870 kg/s	485	384	basketball	0.7692	0.4966	611	0.4469
1	1094 m^3	1.114	pig	Data Science	0.0618	88	basketball	920 kg/s	1005	182	soccer	0.9716	0.7471	493	0.5025
1	993 m^3	1.0296	dog	Data Science	-0.0765	513	boxing	770 kg/s	667	939	soccer	0.7402	0.7034	171	-0.099
0	687 m^3	0.1891	rabbit	Bioinformatics	0.248	767	volleyball	1602 kg/s	875	309	basketball	0.9559	0.144	564	1.1184
2	955 m^3	0.3226	ferret	Computer Game Design	1.3164	753	baseball	772 kg/s	678	205	baseball	-0.0311	0.8718	702	1.2741
1	824 m^3	1.2461	dog	Data Science	0.4233	656	boxing	836 kg/s	1105	669	soccer	0.9047	0.8239	468	0.0861
3	99 m^3	0.0879	chicken	Natural Language Processing	0.8205	1122	motor sports	1134 kg/s	?	897	motor sports, football	0.895	1.101	669	0.8721
2	1127 m^3	-0.3402	ferret	Computer Game Design	1.0594	229	badminton	1014 kg/s	674	263	baseball, running	-0.1668	0.651	1341	1.2911
1	1292 m^3	1.086	pig	Data Science	0.6402	411	basketball	676 kg/s	717	1433	soccer	1.079	0.7632	337	0.3204
1	1021 m^3	1.5905	bird	Data Science	0.4153	656	basketball	539 kg/s	776	841	soccer	0.6297	0.4157	281	0.675
0	1024 m^3	0.8932	rabbit	Statistics	0.4999	696	volleyball	911 kg/s	1016	-274	BASKETBALL	1.2587	0.3329	660	1.0203
0	1083 m^3	0.0605	rabbit	Bioinformatics, Computational Media	0.6769	988	golf	1229 kg/s	1125	5	basketball	0.7835	0.2055	859	1.018
2	877 m^3	?	ferret	Computer Game Design	1.0818	962	badminton	905 kg/s	749	491	running	0.23	0.865	662	1.3868
4	31 m^3	1.3183	REPTILE	Applied Mathematics	0.8355	317	boxing	674 kg/s	n/a	1203	tennis	1.2262	0.0937	593	0.9073
2	1064 m^3	-0.1156	ferret	Computer Game Design	0.9587	1157	baseball	915 kg/s	1008	250	running	0.3264	0.7497	550	0.6965
0	1244 m^3	0.3665	fish	Bioinformatics, Statistics	1.0844	1044	volleyball	1023 kg/s	1389	181	basketball	1.013	-0.0733	475	1.0991
4	289 m^3	0.8537	bird	Computer Science, Bioengineering, Applied Mathematics	1.204	85	motor sports	104 kg/s	714	1297	soccer	0.9624	-0.1002	709	0.3396
2	829 m^3	0.3441	ferret	Computer Game Design	0.825	1466	ice hockey	1262 kg/s	486	737	running	0.2286	1.0906	598	0.486
5	356 m^3	1.1078	guinea pig	Technology and Information Management, Electrical Engineering, Biotechnology, Games and Playable Media	1.09	1259	running	316 kg/s	685	263	golf	0.5203	0.8743	567	1.677
0	1151 m^3	0.1309	rabbit	Computational Media, Bioinformatics	0.6001	1278	track & field	873 kg/s	1377	347	basketball	1.1071	0.1162	962	0.2806
3	8 m^3	0.187	chicken	Human Computer Interaction	0.8308	909	motor sports	1067 kg/s	1244	1474	motor sports	0.9788	0.695	1051	1.3602
5	426 m^3	0.8575	guinea pig	Electrical Engineering, Games and Playable Media	0.9682	1178	tennis	219 kg/s	893	857	ice hockey	0.5726	1.0757	561	1.2851
0	1067 m^3	0.7643	cat	Bioinformatics, Computational Media	0.4682	1256	golf	778 kg/s	926	313	basketball	0.7529	0.2968	711	1.5728
4	357 m^3	1.1224	reptile	Applied Mathematics	0.6487	-19	ice hockey	313 kg/s	1091	1225	tennis	1.004	-0.2227	420	1.2063
3	194 m^3	0.8737	chicken	Natural Language Processing	1.092	721	motor sports	1300 kg/s	1674	605	motor sports, boxing	1.2328	1.1933	829	0.907
0	846 m^3	0.7389	rabbit	Computational Media	0.836	848	volleyball	934 kg/s	1066	134	BASKETBALL	0.7369	0.3738	742	0.7313
4	-93 m^3	1.1209	bird	Computer Engineering, Bioengineering, Computer Science	1.0942	-167	ice hockey	-87 kg/s	746	1379	tennis	1.018	0.3428	476	0.8299
4	103 m^3	1.021	bird	Computer Science, Applied Mathematics, Computer Engineering	0.7572	-244	ice hockey	570 kg/s	1149	1360	tennis	1.3184	0.0654	555	1.0518
2	984 m^3	0.1491	ferret	Computer Game Design	1.7557	1336	baseball	973 kg/s	84	170	volleyball	0.2107	0.8857	706	0.8631
3	187 m^3	0.5921	chicken	Human Computer Interaction	0.5796	1481	motor sports	878 kg/s	732	1190	motor sports	1.0219	0.8771	1010	0.9997
2	1118 m^3	-0.0171	ferret	Computer Game Design	0.5653	830	badminton	949 kg/s	-378	839	running, baseball	-0.1059	0.8686	584	1.2964
0	1220 m^3	0.8634	fish	BIOINFORMATICS	-0.1439	1353	volleyball	847 kg/s	1056	346	basketball	1.0406	0.4166	469	0.6315
3	91 m^3	0.4085	chicken	Human Computer Interaction	0.835	866	baseball	1262 kg/s	1421	1289	football, boxing	1.602	0.6453	1004	0.8792
2	1040 m^3	0.4315	ferret	Computer Game Design	1.6302	1186	baseball	1059 kg/s	581	245	VOLLEYBALL, RUNNING	0.4703	1.0809	934	0.8785
3	333 m^3	0.0794	chicken	Human Computer Interaction	0.8882	1317	motor sports	1022 kg/s	45	1368	football, boxing	0.3981	0.9791	1177	0.5349
2	1098 m^3	0.2961	ferret	Computer Game Design	1.4514	1525	badminton	738 kg/s	332	776	running, baseball	0.4372	0.8107	1030	1.461
2	928 m^3	-0.0077	ferret	Computer Game Design	1.3161	1188	badminton	773 kg/s	-29	117	running	-0.3162	0.7626	1375	0.6648
3	347 m^3	0.0674	chicken	Natural Language Processing	0.8543	683	motor sports	696 kg/s	656	1161	motor sports	0.8328	0.9355	912	0.5292
4	299 m^3	0.8038	reptile	Computer Engineering	1.2768	151	motor sports	376 kg/s	1060	1466	tennis	0.839	-0.0104	379	0.7017
0	840 m^3	0.5071	RABBIT	Computational Media	0.6684	1565	golf	1030 kg/s	819	348	basketball	0.4638	NULL	546	1.4004
0	n/a	0.5347	cat	Computational Media, Statistics	0.74	701	volleyball	1014 kg/s		-108	basketball	0.9996	0.2866	481	0.8878
5	804 m^3	1.0807	rat	Technology and Information Management, Games and Playable Media	1.0517	1568	tennis	-309 kg/s	643	621	golf, ice hockey	0.4413	0.9347	1259	0.9875
4	34 m^3	0.8205	reptile	Bioengineering	1.2055	431	ice hockey	843 kg/s	1170	1442	tennis	0.9688	0.3956	347	0.8059
0	815 m^3	0.6873	fish	Statistics, Computational Media	0.7707	851	golf	1129 kg/s	1033	554	basketball	0.964	0.362	846	1.0954
1	1173 m^3	0.5848	dog	Data Science	-0.1426	709	track & field	1066 kg/s	495	1252	soccer	0.708	0.9962	22	0.2085
